,content
754,"BÁC TRỌNG ƠI, DÂN BÂY GIỜ KHÔNG DẠI ĐỂ BỊ LỪA NHƯ THỜI BÁC HỒ NỮA ĐÂU

Chung Con ứng cử viên bộ trưởng công an kèm suất uỷ viên BCT. Bọn Trạc và Ngọc Công Tử và Tô Lâm hợp sức đánh Chung Con để cho Trạc được ghế bộ trưởng Công An. Rồi nhiệm kỳ sau Duy Ngọc đệ Tô Lâm làm bộ trưởng công an.

Ghề ngồi phe phái đấu đá quyết liệt mà ông Trọng cứ khơi khơi lừa dân là chọn nhân sự rất khoa học, chặt chẽ, công bằng, dân chủ.

Nếu mọi việc êm thì nhiệm kỳ tới, anh Tô Lâm sẽ là một phe cực kỳ mạnh. Nhất là anh Tô Lâm còn được Trung Quốc quý mến.
#TNCG - Nguồn https://www.facebook.com/nguoibuon.gio.9/posts/3297285640329706"
755,#TNCG - ĐẬP CHO TRUNG CỘNG TE TUA LUÔN CHIẾN HỮU TRUMP ƠI 😍😍😍😍😍😍😍😍
756,"#TNCG - Được sự đồng ý của linh mục Nguyễn Xuân Hoàng, ca đoàn giáo xứ Bảo Nham, giáo phận Vinh đã đến phục vụ cho hội Nghị tổng kết, trao thưởng do Ủy Ban Đoàn Kết Công giáo (cộng sản) tổ chức vào ngày 30/7/2020.

Trước khi hội nghị diễn ra, đoàn đại biểu gồm có cả linh mục công giáo đã làm lễ dâng hoa báo công tại quảng trường Hồ Chí Minh, tp Vinh, tỉnh Nghệ An.

Video được lấy từ những người tham dự phát trực tiếp.
https://www.facebook.com/watch/?v=968799660243672"
757,"XIN CẦU NGUYỆN CHO GIÁM MỤC GIÁO PHẬN VINH TRONG NGÀY LỄ BỔN MẠNG CỦA NGÀI

#TNCG - Hôm nay Giáo hội mừng kính thánh Anphongsô Maria Ligouri, tổ phụ Dòng Chúa Cứu Thế.
Chúng ta hiệp ý cầu nguyện cho Đức cha Anphongsô Nguyễn Hữu Long để ngài được Chúa ban thêm sức khỏe và nhất là ơn khôn ngoan, để chèo lái con thuyền giáo phận Vinh vượt qua trận cuồng phong cộng sản đang vây ráp đoàn con cái ngay lúc này.

P/s: Chúng tôi không chấp nhận những bình luận chửi bới tục tĩu và sẽ xóa."
758,"#TNCG - HOAN HÔ ĐẢNG ĐÃ CÓ TIỀN, BÀ CON RÁNG SỐNG CHUNG VỚI VIRUS TRUNG CỘNG THÊM CHÚT NỮA NHÉ."
759,"#TNCG - CÓ BẠN THANH NIÊN NÀO VỪA ĐƯỢC GIA NHẬP ĐẢNG CỘNG SẨN, MỜI LÊN TIẾNG VỚI."
760,"#TNCG - TRUNG CỘNG LÀ ANH NÊN ĐOẢNG BẮT DÂN VIỆT PHẢI NHƯỜNG CHỖ TỐT CHO CHÚNG NÓ.

P/s: Bao giờ trở thành nạn nhân rồi mới có thể sáng mắt, sáng lòng khi hiểu ra đạo đức của đảng là thế nào.

JB Lam Nguyen is with Lam Nguyen.
July 31, 2020 at 8:34 PM ·

CHÍNH TRỊ LÀ ĐÂY CHỨ ĐÂU.

Khi chưa đưa người Trung vào cách ly thì Vn đc ở các tầng trên có phòng riêng, khi có người Trung quốc tới thì dồn tất cả Vn xuống tầng trệt, giành tiện nghi các tầng trên cho người Trung quốc.
https://m.facebook.com/story.php?story_fbid=4145642985452336&id=100000200264401"
761,"RẤT KHÓ LƯỜNG, XIN CHIA BUỒN CÙNG GIA ĐÌNH... Việt Nam đã có ca đầu tiên tử vong do dịch COVID-19. Đó là bệnh nhân 428.

Theo thông tin của Bộ Y tế, trường hợp tử vong đầu tiên - ca bệnh COVID-19 số 428, được ghi nhận trong ngày 31/7 là bệnh nhân nam, 70 tuổi, có địa chỉ thường trú tại thành phố Hội An, tỉnh Quảng Nam. Bệnh nhân vào Khoa Nội thận - Tiết niệu (Bệnh viện Đà Nẵng) ngày 9/7 với chẩn đoán bệnh thận giai đoạn cuối; đang phải chạy thận nhân tạo.

Bệnh nhân có tiền sử huyết áp, bệnh tim thiếu máu cục bộ, suy tim, viêm phổi. Bệnh nhân được lấy mẫu và xét nghiệm khẳng định dương tính với SARS-CoV-2 ngày 27/7.

Tính đến 14h ngày 31/7, Việt Nam ghi nhận 509 trường hợp mắc COVID-19, trong…"
762,"ĐÀ NẴNG MẤY NGÀY NÀY

Không còn nhận ra một đô thị trung tâm du lịch của cả nước. Mọi ngả đường vắng lặng, du khách tháo chạy khi dịch bệnh bùng phát. Thống kê chưa đầy đủ đã có hơn 18.000 du khách rời Đà Nẵng chỉ trong mấy ngày.

Bệnh viện Đà Nẵng được xác định là ổ dịch, sáng 31/7 công bố thêm 45 ca nhiễm mới nâng tổng số ca nhiễm khắp Việt Nam lên 509 ca. Đây dường như là một diễn biến không ai lường tới sau 100 ngày đẩy lùi được dịch.

Đi dọc những con đường sầm uất những ngày này chỉ thấy cửa hàng đóng cửa im ỉm trả mặt bằng. Trên đèo Hải Vân hàng ngàn người tháo chạy khỏi Đà Nẵng về quê. Đâu đó có người lo sợ cho những người này sẽ là những ca lây nhiễm di động, nhưng dường như chẳng còn…"
763,"#TNCG - Người đang phát biểu là ông (Linh mục) Trần Xuân Mạnh - Chủ tịch Uỷ ban Đoàn kết Công giáo Việt Nam, một tổ chức của đảng cộng sản Việt Nam chứ không phải của giáo hội.

Hội nghị tại thành phố Vinh, tỉnh Nghệ An vào ngày 30/7/2020 để tổng kết, trao thưởng và vinh danh những người công giáo được đảng tuyển chọn.

Xem thêm bài phát biểu ở đây: https://www.facebook.com/lamspiderman/posts/4137772942906007"
764,#TNCG - TỔNG GIÁO PHẬN SÀI GÒN THÔNG BÁO: “TẠM NGƯNG CÁC SINH HOẠT CỘNG ĐOÀN TRƯỚC DIỄN BIẾN PHỨC TẠP CỦA DỊCH BỆNH COVID-19”.
765,"""PHƯỢNG HOÀNG LỬA"" VỪA XUẤT HIỆN TẠI SÀI GÒN

#TNCG - Vào chiều tối nay (30/07/2020), có người đã chụp được hình ảnh này trên đoạn đường mới mở phía sau đại học Tôn Đức Thắng và đại học Cảnh sát, thuộc quận 7, Sài Gòn. Phía bên kia bờ sông là khu Trung Sơn - huyện Bình Chánh.

Nguồn: FB Võ Hồng Ly"
766,"#TNCG - Đã bao nhiêu công dân Việt Nam được cán bộ nhà nước tiếp đón niềm nở vậy rồi?
Riêng tôi thì chưa được chứng kiến một điều nào trên 10 điều trên (trừ ai mang phong bì dày cộm)."
767,#TNCG - CHỈ VIỆT NAM MỚI CÓ BÁC CÙNG CÁC CHÁU CHỐNG DỊCH
768,"VIRUS TRUNG CỘNG TRÀN LAN THẾ NÀY MONG NHỜ BÁC TRỌNG ANH MINH CỨU GIÚP.
CÓ AI THẤY TỔNG TỊCH TRỌNG Ở ĐÂU KHÔNG?"
769,"TRUNG QUỐC CHO ĐIỆN TẶC TẤN CÔNG VÀO VATICAN NGAY TRƯỚC CÁC CUỘC ĐÀM PHÁN

Bắc Kinh (Reuters) – Các tin tặc do bọn cầm quyền Trung Quốc bảo trợ đã xâm nhập vào các mạng máy tính của Vatican, và cả vào các cơ quan của Giáo Hội Công Giáo tại Hương Cảng, một công ty của Hoa Kỳ theo dõi các cuộc tấn công mạng gây ra bởi các nhóm điện tặc được các chế độ độc tài hậu thuẫn cho biết như trên hôm thứ Tư 29 tháng 7.

Công ty an ninh mạng của Hoa Kỳ Recorded Future cho biết các cuộc tấn công đã được khởi sự từ tháng Năm. Vatican và Bắc Kinh dự kiến sẽ tham gia vào các cuộc đàm phán trong năm nay về việc gia hạn một thỏa thuận mang tính bước ngoặt vào năm 2018 về việc bổ nhiệm Giám Mục tại Hoa Lục.

"
770,"#TNCG - ĐANG BỊ NHỐT Ở NHÀ, NHỚ LỜI BÁC PHÚC TỪNG QUYẾT TÂM CHỈ ĐẠO..."
771,"THỐNG KÊ VÀ DỰ ĐOÁN NHANH ĐỂ THAM KHẢO, KHÔNG CÓ Ý HÙ DỌA ĐOẢNG ĐÂU NHA

#TNCG - Tình hình rất chi là tình hình và khả năng ngày càng bi đát bởi dịch bệnh chưa hết thì lũ lụt đã tràn về. Điều đáng sợ nhất là quan chức vẫn vơ vét trong khi nền kinh tế thê thảm và người dân thất nghiệp nhưng vẫn phải đóng tiền nuôi lãnh đạo.
Các số liệu này là có thật:
1/- Ngành may mặc giảm khoảng 85 % công nhân, vào khoảng 2,100,000 người.
2/- Ngành thương mại từ các công ty giảm khoảng 30% Nhân viên, khoảng 1,600,000.
3/- Ngành du lịch thất thu khoảng 55% và nhân sự cũng bị cắt giảm khoảng 40% khoảng 600,000.
4/- Ngành vận tải giảm doanh thu 50%
5/- Ngành dịch vụ là thê thảm nhất giảm nhân sự và doanh thu… More"
772,"#TNCG - CHỈ CÓ HAI THỨ TRÊN ĐỜI CẦN PHẢI <3

Nguồn: Hoàng Nghĩa Thắng"
773,"HÀ NỘI VỪA CÓ CA NGHI NHIỄM

Lực lượng chức năng đã tiến hành phong tỏa một cửa hàng bán đồ ăn trên đường Trần Thái Tông (Cầu Giấy, Hà Nội) sau khi có thông tin một nhân viên làm việc ở đây dương tính với SARS-CoV-2.

Theo ghi nhận của PV Dân trí, vào sáng nay (29/7), lực lượng y tế phối hợp với công an trên địa bàn đã tiến hành phong tỏa cửa hàng ở 106 đường Trần Thái Tông.

Liên quan đến động thái nêu trên, một lãnh đạo UBND quận Cầu Giấy cho biết, tại cửa hàng này có một nhân viên tên là N.T.H. (23 tuổi, trú ở quận Nam Từ Liêm) có kết quả xét nghiệm dương tính với SARS-CoV-2.

Trước đó, anh H. đi du lịch cùng gia đình đến Đà Nẵng (đoàn du lịch có 29 người) từ ngày 12 - 15/7.

Đến ngày 23/7, anh H. có biểu hiện ho, sốt nhẹ từ 37,5 - 38,2 độ C kèm có đờm đặc. Ngày 28/7, anh H. đến Bệnh viện Bệnh nhiệt đới Trung ương để khám sàng lọc và được hướng dẫn nhập viện để cách ly.

Sáng nay, sau khi có kết quả ban đầu xét nghiệm dương tính với SARS-CoV-2 của anh H., chính quyền sở tại đã tiến hành phong tỏa cửa hàng và phun khử trùng toàn bộ nơi này.

Theo báo dân trí"
774,"NGẨNG CAO ĐẦU

Sáng nay, TAND TP Hà Nội mở phiên xử phúc thẩm Huệ Như - người bị kết tội gây rối trật tự công cộng. Tuy nhiên, suốt cả buổi sáng vẫn chưa xử bởi thẩm phán... không đủ, do ảnh hưởng của Covid.

Huệ Như bị bắt giam tháng 10/2019.

Huệ Như chống BOT bẩn xuyên suốt 2 năm qua. Chị bị Công an huyện Sóc Sơn bắt khi chống lại trạm thu phí Bắc Thăng Long - Nội Bài bởi vì trạm này đặt tại Hà Nội nhưng lại thu phí cho tuyến đường tránh ở tỉnh Vĩnh Phúc.

Huệ Như là người quyết liệt chống BOT bẩn để yêu cầu đầu tư sạch trong lĩnh vực giao thông.

Chống lại BOT bẩn, đã có 10 người phải vào tù và Huệ Như là người phụ nữ duy nhất.

Cho đến nay, Hà Văn Nam, Huệ Như và các tài xế chống BOT bẩn luôn ngẩng cao đầu khi ra tòa.

Đối với họ, BOT bẩn và các nhóm lợi ích chính là kẻ thù của nhân dân, của quốc gia, dân tộc.

Nguồn: Báo Sạch"
775,"#TNCG - ÔNG NÀY ĐÃ NÓI VỚI TOÀN THẾ GIỚI THAY CHO CHÚNG TA. CHỈ CÓ ĐẢNG CỘNG SẢN LÀ MUỐN LÀM ANH EM, ĐỒNG CHÍ VỚI TRUNG CỘNG MÀ THÔI."
776,"#TNCG - CHÚNG BẮT GIAM 3 NGƯỜI TRONG GIA ĐÌNH RỒI CÒN HOẠNH HỌE NGƯỜI NHÀ NỮA. TẤT CẢ HỌ LÀ NÔNG DÂN BỊ CƯỚP ĐẤT.

Trịnh Bá Khiêm was live.
July 27, 2020 at 6:10 PM ·"
777,"NGÀY ĐẦU PHONG TỎA, ĐÀ NẴNG VẮNG HƠN THỜI CHIẾN TRANH

#TNCG - Tính đến thời điểm này, toàn thành phố Đã Nẵng có 14 ca dương tính với virus Vũ Hán. Lệnh giãn cách xã hội đã khiến phố phường vắng tanh, hàng quán đóng cửa và người dân không ra khỏi nhà.

Xin hiệp ý cầu nguyện cho người dân Việt Nam, cách riêng những người con thành phố Đà Nẵng!

Vu Luu"
778,#TNCG - THÔNG BÁO ĐẾN QUÝ CỘNG ĐỒNG TRONG VÀ NGOÀI NƯỚC
779,"GIẢI BÀY MỘT TÝ VỚI QUÝ BẠN HỮU QUAN TÂM ANH EM CHÚNG CON

#TNCG - Nhiều người than trách chúng con đăng tin liên quan đến cộng sản nên làm cớ cho người ta ghét đạo, chửi đạo. Nhưng thực tế không phải như vậy, bởi những kẻ tôn thờ Mác Lê Mao và trung thành với lý tưởng làm tay sai cho đảng cướp là đại diện cho ma quỷ, họ học tập và làm theo tấm gương của bác Hồ nên đầu óc và tinh thần rất kinh khủng.

Bằng chứng là họ chửi và chửi bất kể điều gì liên quan đến sự tốt lành, thánh thiện, chính trực và công minh. Chúng con đăng bài về một nhà khoa học vĩ đại đồng thời là vị linh mục Công giáo, nhưng người ta vẫn chửi kinh hoàng đó thôi. Bởi nguồn gốc sâu thẳm là họ không muốn người dân sống theo…"
780,"TÌNH TRẠNG THIẾU ĐIỆN SINH HOẠT LÂU NĂM VẪN CHƯA KHẮC PHỤC

Từ bao năm nay, người dân tại xóm 2 (xóm 3 cũ) xã Nam Lĩnh huyện Nam Đàn tỉnh Nghệ An sống rất khổ sở khi mùa nắng nóng tới, lượng điện cung cấp từ Điện lực cho người dân không đủ dùng. Việc điện yếu, ảnh hưởng rất nhiều đến đời sống sinh hoạt của người dân nơi đây, tuổi thọ thiết bị điện thấp, điều này gây ra phiền toái cho mọi người.

Hiện nay, Việt Nam có các nhà máy thủy điện, nhiệt điện, điện hạt nhân,… đã đáp ứng được tương đối nhu cầu sử dụng điện của người dân trên khắp cả nước. Tuy nhiên, nhiều nơi vẫn phải sử dụng nguồn điện yếu, cách riêng là tại địa bàn xóm 2 xã Nam Lĩnh huyện Nam Đàn tỉnh Nghệ an.

Bà con nhân dân xóm 2…"
781,"NHÀ KHOA HỌC VĨ ĐẠI CỦA THẾ KỶ KHIẾN BÁC HỌC EINSTEIN NỂ PHỤC LÀ MỘT VỊ LINH MỤC

#TNCG - Tháng 1/1933, nhiều nhà khoa học nổi tiếng nhất bấy giờ, trong đó có những người có tên trong danh sách các nhà khoa học vĩ đại nhất mọi thời đại đã từ nhiều nơi trên thế giới đổ về Viện Công nghệ California ở Pasadena, bang California, Mỹ để nghe một loạt bài thuyết trình. Trong số những khán giả của buổi thuyết trình có cả Albert Einstein và Edwin Hubble.

Tuy nhiên, Einstein tỏ ra cực kỳ ấn tượng với bài thuyết trình của một diễn giả, đến mức phải thốt lên rằng đó là sự giải thích về tạo hóa tuyệt vời và thỏa mãn nhất mà ông từng nghe. Tác giả của bài thuyết trình đó chính là Linh mục Công giáo người…"
782,"#TNCG - ĐẤT NƯỚC ĐANG KHỐN ĐỐN MONG CHỜ ÔNG TỔNG TỊCH NGUYỄN PHÚ TRỌNG...

- Tham nhũng khắp nơi
- Cướp bóc các kiểu
- Dịch bệnh cả nước
- Động Đất vùng Hòa Bình, Sơn La Hà Nội
- Lũ lụt Hà Giang
- Tội phạm Trung cộng ngang nhiên thực hiện"
783,"NHỮNG NGHỊCH LÝ NGOÀI BIÊN ẢI VIỆT - TRUNG

Khi sự việc người TQ nhập lậu xuất hiện tại Đà Nẵng- Quảng Nam bị bung bét thì thông tin như thế này mới được tung ra.

Mà theo dõi thông tin thì mấy tháng qua các hãng xe đã thực hiện hàng ngàn chuyến đưa người VN qua TQ mua hàng hoá, và chiều ngược lại TQ cũng lọt vào VN kiểu như thế này rất nhiều.

Một người mà nhà xe đưa người tránh cách ly bằng đường tiểu ngạch về VN là 6000 NDT (Khoảng 18 triệu vnd) trong đó đã chia cho chốt cửa khẩu một nửa để cho “qua xe”. Câu ”mình bao biên nên đường an toàn nhé” có nghĩa là lo cho bọn biên phòng rồi, nên đi lại thoải mái.

Câu hỏi đặt ra an ninh mạng VN sử dụng để làm gì? An ninh chính trị ở đâu? Làm gì sao…"
784,"#TNCG - Đây là video trả lời cho câu thắc mắc và những câu nói mang tính phản đối người Công Giáo thì không được tham gia chính trị!

Nguồn video: 3 phút DOCAT"
785,"KHO BÁU TA ĐANG TÌM KIẾM LÀ GÌ?

LM. ANTÔN ĐẶNG HỮU NAM

BÀI GIẢNG LỄ CHÚA NHẬT XVII TN A"
